Array List
First;Middle;Last;Remove
3316968;2479797;146;2432187
3988490;2603165;229;2478156
3310904;2471097;152;2503356
3161858;2809965;120;2796221
3165955;2629257;61;2523797
3594279;2931160;109;2880059
3148851;2487975;130;2802112
3386805;2510478;206;2505933
3242614;2436072;350;2580981
3843525;2519466;328;2511449
3312459;2512655;69;2455579
14070450;2445941;343;2431957
3152262;2488764;109;2446280
3228433;14929613;219;2488720
3222892;2624636;124;2484958
3217081;2514832;138;14711925
3241464;2511772;120;2461046
3245361;2595934;53;2448427
3220965;2528452;107;2446707
3373784;2537286;151;2499863
3273242;2503279;250;2489028
3171936;2641572;107;2513160
3176771;2527728;109;2530975
3147409;2536351;97;2639028
3146264;2506818;109;2534474
3201399;2558856;112;2428245
3234997;2488095;117;2474090
3207268;2492505;107;2520663
3203577;2539978;266;2502939
3211119;2488403;141;2514699
3207170;2489466;108;2463380
3287173;2444510;73;2465821
3155960;2518047;83;2558713
3175543;2508000;102;2435028
3224825;2599350;154;2539478
3284084;2486528;158;2513692
3362636;2493289;202;2680306
3217963;2551045;174;3012781
3344214;2589828;391;2524321
3268076;2666025;107;2472705
3230331;2667766;329;2551962
4160870;3696528;172;2586861
3156160;2560984;119;2546210
3881760;2579979;167;2471313
3262343;2518892;186;2589232
3344191;2802229;142;3006244
3352907;2591222;108;2535549
3374062;3197454;106;2709509
3187980;2689575;137;2567957
3234581;3209267;99;2978021
3198096;2477577;104;2520267
4479574;2649130;111;2482760
3206967;2667615;160;2586639
3424168;2510284;125;2686948
3425880;2596962;115;2658639
3232799;2442877;207;2542469
3374837;2659941;68;2555693
3276986;2478914;76;2534478
3410205;2580100;78;2512177
4703661;2437356;157;2510554
3306832;2601762;173;2656664
3177945;2622740;52;2483639
3197528;2613003;85;2494422
3185880;2603111;160;2792147
3321079;2761874;178;2598047
3214179;2631651;51;2531207
3499625;2545889;109;2502842
3269020;2505051;190;2524639
3195889;2585389;54;2501517
3220273;2498194;117;2637464
3325621;2502098;57;3364143
3136169;2562910;192;2777436
3285730;2557678;119;2479988
3218834;2584008;200;2917337
3424544;2583115;107;2616291
3525081;3754397;177;2437107
3261683;2656502;139;2726533
3319560;2504796;107;2485640
3283938;2639033;55;2638403
3125716;2686630;163;2454453
3261332;2560032;109;2484608
3168832;2515078;260;2555708
3235936;2541308;237;2524816
3245985;2478187;385;2617800
3265425;2598188;163;2523306
3312524;2558657;122;2571394
3200000;2492319;53;2585229
3147975;2506973;129;2787007
3266994;3004412;236;2573889
3304185;2427617;50;2508400
3241145;2438768;211;2541707
3188281;2595305;71;2464152
211538405;2459688;327;2532003
3169006;2532434;188;2455159
3364797;9904856;172;2418316
3165011;2577986;123;2504973
4050054;3012783;172;11115960
3185103;2508637;107;2499454
3800164;2482119;129;2529051
3123344;2507503;114;2559705
3219494;2539203;105;3363051
3202115;2595246;108;3884267
3124267;2617682;139;2501702
3228965;2467816;198;2495350
3449235;2515331;65;2637317
3236304;2521039;105;2443382
3422351;2476220;162;2480940
3570997;3054563;122;2598590
3363947;2500619;154;2432775
3343531;2623667;103;2452716
3288279;2477525;145;2466526
3213232;2661467;106;2497935
3259549;2476921;108;2481574
3211342;2487286;109;2500736
3324673;2480484;201;2442523
3204208;2579350;118;2551379
3177819;2644453;119;2480354
3378521;2523216;112;2524374
3253268;2588755;125;2497241
3261362;2625565;110;2593207
3151077;2542655;134;2575652
3235210;2598819;55;2572974
3314253;2636579;178;2510212
3323362;2580327;178;2590790
3256507;2698491;162;2602853
3238119;2559750;113;2501289
3474034;2664870;183;2394432
3239616;2685708;112;2548205
3205131;2522866;217;2536852
4561280;2560090;74;2562635
3230405;2443869;103;2791489
3875533;2567255;105;2523533
3206361;2493936;100;2493476
4564734;2580728;119;2503260
3249487;2472037;116;2510029
3284693;2628407;235;2470382
3199626;2553932;112;2532935
3206323;2556936;131;2451454
3300553;2547955;52;2439362
3304089;2697481;154;2437756
3393124;2613290;126;2475886
3460404;2479576;158;2587709
3239794;2497009;54;2540340
3221671;2543600;125;3344609
3240289;2450220;112;2806986
3207252;2682753;119;2630065
3212733;2530336;96;2563478
3202837;2574411;88;3232451
3237440;2701934;145;2765804
3237252;2557899;88;2915459
3243330;2456976;119;2665422
3246539;2888844;136;3185357
3170961;3127426;305;3960572
3472970;2471383;113;2554473
3245799;2466194;105;2526585
4071625;2466945;142;2536601
3262170;2652312;158;2590940
3255801;2541018;94;2512909
3182770;2513960;104;2427934
3235868;2638818;108;2657444
3337746;2550963;105;2487943
3203004;2518945;110;2512316
3139094;2491447;69;2467092
3203155;2465992;108;3403366
4685884;2579715;193;2539531
3180894;2557439;104;2473271
3195674;2624567;105;2447040
3205820;2521146;56;2681777
3200527;2512993;79;2847997
3099780;2526319;241;2473344
3330224;2433892;104;2469943
3193691;2534718;218;2631721
3140825;2503008;106;2609951
17839671;2442666;232;2447816
3182794;2524134;123;2560542
3888224;15623439;190;2611510
3189109;2602887;110;2642460
4011070;2582981;148;17605719
3348601;2563869;53;2463284
3661819;2605976;208;3129372
3166170;2534571;174;2434603
4564036;2641126;162;2494875
3163297;2514468;70;2555176
3132055;2581026;110;2503066
3188971;2896462;104;2583992
3167688;2531607;106;2649836
3319736;2585779;131;2512007
3168431;2516595;103;2458286
4510006;2483020;162;2648956
3126301;2538126;119;2446408
3165706;2580457;142;2603358
3215691;2488965;252;2520527
3185265;2524608;104;2468570
3284898;2519410;51;2514181
3257124;2528324;137;2561370
3250935;2556581;77;2438311
3159847;2578293;101;2594709
3157371;2546579;208;2501163
3306529;2524124;114;2629022
3181211;2531302;136;2488864
3325748;2531105;138;2535018
3232758;2483552;90;2530323
3182906;2627743;107;2656089
3178226;2461545;114;2435909
3343545;2583082;121;2595150
3215847;2474784;116;2465068
3374682;2526557;175;2635917
3267323;2457866;107;2498157
3271783;2683849;116;2493654
3189227;2528516;106;3247996
3148854;2593480;105;2564351
3118092;2505203;125;2638079
3165573;2537051;72;2609970
3180287;2529120;102;3289915
3242204;2556294;110;2592026
3461971;3299544;222;2554174
3295938;2523533;114;2609799
3281069;3206235;219;2590377
3271840;2617621;52;2536208
3920408;2531694;205;3248358
3256778;2608183;56;2622058
3213706;2505687;101;2466944
3275037;2669720;104;2729231
3404518;2653113;94;3837837
3442597;2599740;139;2640987
3168183;2533575;113;2736747
3358863;2484411;56;2587938
3258879;2645781;107;2409111
3320299;2538502;201;2547432
3207207;2509080;305;2527789
3212015;2537328;53;2538596
3192935;2521971;103;2555909
3247143;2501420;118;2527531
3976274;2645646;165;2540052
3217513;2614510;110;2512028
3149745;2500281;101;2616092
3235154;2574229;120;2585885
3389381;2528230;202;2488879
3385168;2504587;115;2505854
3158254;2493617;109;2503754
3221242;2510306;156;2667399
3226160;2923188;226;2794006
3177946;2611672;161;2526582
3153673;2663391;248;3793584
3187381;2642388;123;2496910
3263661;2507421;138;2607950
3268840;2665321;57;2964651
3277174;2725991;192;2434101
3250917;2520428;53;2572506
3112878;2570513;104;2728377
3276830;2578868;279;3415369
3301652;2455225;101;2469757
3247634;2480727;200;2555154
3196374;2768150;167;2895169
25853096;2490859;185;2483363
3187300;2525659;158;2609959
3184232;20317067;194;2542132
3300255;2631981;113;2492601
3302791;2669884;158;20470702
3205086;2524959;133;2536869
4161218;2709595;96;2502822
3217295;2483901;101;2514984
3310751;2594534;198;2599335
3174341;2494684;114;2524329
3163157;2566109;109;2499670
3983489;2630183;167;2569012
3195879;2494632;131;2693077
4582306;2577544;119;2485275
3300387;2466120;171;2467081
3294389;2563727;72;2430452
3175018;2490821;270;2515628
3886447;3353490;152;2496074
3217060;2603429;133;2489171
3194162;2562794;110;3219808
3209122;2422505;110;2502928
3221079;2496890;81;2504769
3415464;2503139;49;2613434
3308658;2571583;116;2605650
3360281;2567289;105;2586086
3244417;2608211;154;2537530
3159144;2599917;28;2455897
3276726;2739695;198;2514961
3179166;2476041;100;2565022
3307994;2597326;172;2572823
3242743;2501267;158;2426579
3176275;2557859;108;2573478
3196028;2518527;141;2515765
3505876;2677341;108;2435296
3290762;2799132;106;2485754
3346613;2629370;117;2517023
3373825;2502534;105;2467692
3257028;3479379;167;2632212
3192884;2594832;157;2731887
3232160;2491160;423;2881205
3168217;2460301;192;2630447
3714144;2495153;209;2580602
3177254;2618782;161;2450860
3339998;2540756;169;2503742
3182978;2507505;111;2811784
3284558;2593071;78;2529177
3373314;2784770;178;2422462
3272223;2594467;115;2519110
3376522;2483536;67;2488510
3327007;2541275;106;2567989
3227438;2581494;54;2448446
3343865;2520769;112;2522139
3122015;2501410;161;2767789
3398708;2622495;313;2603727
3318980;2456027;107;2599595
3434731;2773958;104;2584113
3215167;2610475;154;2571533
3229477;2660458;262;2568596
3264524;2507080;168;2584849
3207296;2518783;167;2491977
3311144;2470333;282;2526830
3203499;2579086;125;2693745
3277102;2486152;155;2560830
3310422;2545541;123;2552898
3131606;2747107;204;2464841
3226420;2584240;107;2744445
3174200;2569723;106;2466656
3624832;2734453;104;2530663
3320103;2610767;77;2501162
3279318;2748351;111;2504134
3275247;2533403;110;2462526
3200787;2581195;146;2833005
3204189;2578537;205;2572949
3186350;2587820;90;2487644
3104389;2602074;75;2474267
3349729;2553341;119;2559045
3130742;2490797;109;2785080
3205424;2656744;219;2538432
3301731;2660167;124;2452196
3115380;2620898;211;2519460
3210437;2531976;113;3043349
13408837;2438022;226;2469009
3190180;2678329;154;2485849
3270085;10514156;279;2502376
3158665;2500305;356;3025688
3296684;2655414;142;13057992
3310455;2707786;110;2482385
3332330;2518238;105;2629461
3175266;2837111;147;2882161
3260666;2613728;331;2475239
3197503;2617221;147;2473951
3258404;2656766;111;2502020
3152533;2519396;122;2504084
3224263;2589116;150;2716062
3305988;2489195;154;2524531
3225669;2555075;54;2503099
3127583;2563413;53;2516201
3280689;2557170;123;2566217
3093304;2662207;336;2451490
3413726;2681857;141;2529543
3159341;2499810;105;2533355
3674944;2491747;157;2594819
3183561;2598844;71;2555183
3226317;2761656;112;2440773
3313550;2480120;89;2557305
4456546;2617606;118;2698816
3245544;2679830;209;2495463
3255569;2600103;162;2494007
3338494;2546700;178;2498398
4641614;2538529;134;2682804
3202610;2729253;89;2648855
3233288;2457836;103;2703942
3323069;2507061;180;2635854
3187817;2569844;194;2736273
3297589;2502468;109;2579219
3334664;2466417;120;2808031
3286956;2550229;105;2544752
3177774;2926740;102;2552210
3270278;2569625;81;2585793
3264224;2533393;140;2674520
3288787;2492393;112;2706461
3287144;2583264;133;2492911
3222157;2660684;102;2544495
3300408;2668431;121;2530452
3390760;2729275;150;2482631
3291285;2587529;52;2470554
3247888;2472593;126;2540192
3277613;2479853;53;2510705
3137914;3306854;103;2608876
3388507;2456506;116;2453222
3263487;2537178;141;2621445
3194789;2538123;67;2464544
3360087;2549901;139;2665666
3185344;2709439;105;2808650
3276980;2524017;102;2538377
3317846;2430736;104;2571542
3245048;2687110;348;2597926
3187007;2521094;107;2571264
3204079;2487560;140;2528679
3191244;2464021;116;2638753
3196714;2499163;115;3219420
3177479;2514610;119;2449703
3165842;2702032;121;2569626
3311304;2521492;78;2460001
3935474;2635092;108;2493848
3219669;2489492;112;2465673
3385096;2616758;184;2462985
3244672;2578539;109;2462052
3404819;2574660;103;2541264
3199649;2612224;104;2760677
3252055;2576179;110;2536678
3148757;2733094;103;2395960
3261990;2487549;153;2572015
3407004;2519397;152;2627295
3197816;2531948;164;2531677
3138862;2623310;68;2722394
3176320;2662046;126;2557056
3525351;2499037;218;2831348
3119863;2578816;196;2482102
3167118;2471198;55;2503253
3105801;3364862;202;2602842
3294891;2478456;147;2501409
17700453;2560639;224;2526027
3189932;2602782;119;2489159
3195652;17676278;225;2672965
3218246;2555854;121;2554028
3233110;2528905;171;19015728
3299202;2500892;194;2479304
3332758;2583652;170;2595857
3207597;2640834;168;2475927
3275040;2524523;79;2513108
3198671;2498030;103;2517855
4092559;2551194;120;2508997
3191819;2675719;113;2581489
3172439;2869632;254;3335270
3211352;2484750;108;2516566
3222688;2488077;104;2478810
3289712;2517655;169;2472554
3286387;2518279;158;2455719
3123828;2543255;167;2865693
3167938;2482670;183;3728065
3114856;2782920;164;3700910
3270443;2505054;51;2483576
3199520;2530711;110;2476894
3238504;2641302;103;2543525
3494265;2484790;108;2530993
3256614;2492842;148;2640492
3302059;2501048;168;2517511
3210592;2478040;26;2522390
3397655;2590804;221;2518038
3233279;2913734;161;3110407
3234511;2613453;109;2516391
3178562;2504740;54;2500398
3345473;2520077;109;2656895
3478962;2618230;239;2504505
3309088;2512689;105;2580734
3353868;3360226;341;3447400
3386377;2664563;114;2518284
3292413;2504780;157;2520799
3148908;2599436;112;2602974
3218078;2464186;118;2732080
3255817;2515940;126;2541545
3190031;2509661;71;2441909
3302632;2500690;168;2567353
3245549;2535932;117;2508005
3196174;2587881;105;2495115
3231574;2864831;210;2885930
3863676;2903279;242;3463581
3195521;2465748;115;2602413
3346658;2568925;111;2560264
3338856;2558575;124;2491616
3315616;2720029;106;2700975
3144895;2572069;68;2485164
3363055;2534738;119;2637315
3283980;2526742;120;2753624
3208969;2522321;118;2532699
3223176;2514521;54;2455863
3208339;2507671;68;2522590
3284820;2492167;107;2504099
3284849;2513885;50;2547203
3273227;3243007;189;2679500
3699147;2547070;51;2459613
3146247;2659337;162;2678624
3288060;2531855;105;2517457
3144320;2557040;110;2489760
3225955;2525625;366;2591732
3188647;2508261;180;2838272
3263073;2528437;162;2621381
3167163;2882309;237;2855110
3375094;2504157;54;2594942
3281721;2979626;210;2596095
3227990;2982378;258;2659942
3206249;2592933;133;2529577
3180216;2590163;268;2621583
3264641;2616937;168;2519966
3240297;2615336;91;2545864
3246770;2644173;119;2706821
3248644;2590570;125;2533297
3203889;2513190;128;2851726
3129979;2521528;182;2516448
4004117;2539010;119;2509774
3175967;2476102;171;2538364
3268085;2507138;112;2458245
24126468;2536058;259;2600215
3162388;2561893;105;2472620
3327529;22944205;221;2562396
3287407;2511050;124;2525106
3224944;2516050;208;22298083
3241630;2509534;53;2473902
3526109;2864573;99;2630348
3456579;2617001;105;2505191
3404088;2610449;127;2490475
3159812;3288697;185;2502029
3249832;2508296;190;2569345
3222840;2497795;124;2520774
3159580;2525106;155;2651989
3187217;2597909;112;2586658
3255726;2686399;234;2415172
3166794;2607618;120;2440406
3158389;2522506;164;2599613
3133797;2688331;117;2497312
3164811;2528303;157;2625471
3174658;2500041;186;2675635
3360141;2493953;357;2535404
3191437;2514412;76;2488080
3982180;2905167;162;2547210
3231680;2498087;101;2533755
3229124;3210218;223;2802570
3310775;2551179;112;2631144
3489493;2922493;38;2540470
3468960;2591715;13367;2488913
3178619;2944085;45;3026327
4685050;2672240;380;2589313
3344415;2535182;224;2473338
3161767;2594655;57;2679825
3164382;2522887;112;2489184
3207486;2573307;109;2557646
3234084;2597518;270;2447579
3206030;2579438;98;2516004
3171768;2606600;53;2468943
3379304;2555844;108;2598341
3193150;2576156;106;2744855
3258092;2523532;125;2652850
3168168;2544678;111;2490175
3206925;2578504;116;2507098
3151065;2574325;113;2461876
3190741;2756610;150;2525343
3167590;2611922;109;2569276
3245180;2566841;161;2522959
3137583;2563940;115;2502724
3190450;2679190;60;2475936
3217049;2505722;116;2469426
3338805;2554199;82;2555218
3212156;2640729;168;2416683
3262713;2474288;176;2643918
3207314;2459730;98;2796752
3389395;2558098;51;2552348
3215297;2496199;109;2568049
3152462;2570208;90;2525599
3334086;2526385;151;2562429
3216224;2572462;71;2692684
3211024;2641044;128;2562572
3218552;2538840;106;2500929
3356208;2538580;105;2490194
3204027;2546401;343;2580344
3190612;2553163;341;2700802
3156712;2665368;120;2454079
3182526;2489142;180;2778284
3237710;2561592;156;2494044
3836944;2698686;121;2645748
3257123;2515290;164;2592352
3307118;2845061;170;3182761
3205542;2661536;107;2536087
3186132;2519428;82;2561054
3278248;2682834;178;2594839
3774444;2615698;149;2472599
3206856;2595560;126;2636962
3200199;2551503;119;2439382
3233089;2530446;159;2579517
3188838;2446770;172;2781387
3175190;2538697;200;2529253
3343504;2466178;459;2528248
3152691;2501364;223;2514261
3341381;2476654;106;2519204
17195242;2497046;238;2518961
3164992;2632419;74;2488248
3389854;14354918;191;2505051
3232364;2476276;117;2519253
3252172;2670629;172;12821987
3164239;2590657;98;2454951
3204696;2685908;218;2586159
3184114;2554982;133;2416804
3381021;2554944;146;2512937
3234557;2427137;75;2524782
3761693;2545378;110;2726283
3166953;2504750;158;2524732
3189082;2523084;157;2766735
3207043;2518744;154;2563757
3206626;2614272;106;2606580
3209334;2584159;57;2440709
3279117;2542693;105;2561897
3142661;2597257;169;2658593
3220426;2578475;135;2455157
3306556;2513893;102;2997890
3155611;2527554;105;2487106
3196826;2901337;152;3002338
3268770;2594306;107;2858775
3255291;2575073;112;2533400
3217377;2500294;113;2538164
3329080;2533683;104;2531662
3590562;2504788;188;2480969
3271564;2570456;139;2626775
3119292;2637322;123;2586992
3250066;3412142;104;2690137
3173891;2540283;125;2663270
3656833;2661049;167;2645399
3353467;2490543;149;2476339
3689827;2508674;159;2853283
3286416;2580174;181;2565008
3347320;3905493;77;2600050
3233491;2581798;101;2600725
3622209;2691624;158;2567760
3226212;2620434;110;2635888
3252132;2541068;428;2548451
3254573;2416605;286;2634331
3188405;2668822;313;2482696
3210289;2550844;103;2598108
3217867;2699960;126;2495393
3297900;2596200;84;2542913
3251654;2550162;53;2493393
3254590;2526906;56;2493009
4740874;2792867;133;2557926
3271674;2509637;105;2592622
3275280;2581847;59;2665213
3176311;2656543;54;2651867
3435567;2546339;118;2525678
3376048;2617290;111;2871342
3206269;2639812;110;2519111
3231596;2534534;114;2430338
3239560;2527265;128;2502468
3252889;2520279;157;2499167
3248468;2458262;242;2731923
3161133;2538992;124;2748672
3208698;2714184;123;2612221
3155234;2502689;111;2719781
3321864;3446880;104;2561719
3255472;2596836;151;2539178
3205750;2510507;136;2520148
3154498;2539407;101;2651268
4050604;2647768;112;2644737
3333353;2571286;118;2531012
3252249;2526960;103;2569848
3249438;2430846;129;2638380
3344150;2692919;106;2555016
3197225;2467037;206;2521831
3255771;2489030;207;2578286
3274453;2565122;142;2632018
3266461;2542783;119;2568479
3210289;2534469;82;2623028
3394588;2514581;55;2559655
3462331;2600959;173;2877734
3639984;2885033;356;2515052
3198102;2489945;53;2490362
3223086;2439210;177;2604311
3275452;2484786;462;2469821
24082597;2665907;226;2522337
3233207;2516034;105;2506170
3296640;18213996;275;2535257
3385274;2508766;154;2519453
3194278;3375192;164;18121758
3206885;2605113;120;2490957
3552105;2952863;150;2596021
3195639;2632439;138;2458324
3316407;2506829;168;2523216
3130014;2565960;137;2578504
3187781;2542413;103;2543896
3210460;2625865;110;2636854
3222659;2513281;208;2703897
3324651;2479372;299;2716933
3245268;2417680;100;2759502
3109611;2760275;104;2528425
3105964;2571492;78;2507632
3270620;2552605;169;2556593
3193018;2613538;136;2522915
3244387;2620937;156;2489801
3187395;2509269;160;2469963
3242358;2537599;69;2599800
3265613;2497800;105;2508214
3204232;2492521;101;2523338
3138839;2500085;102;2529310
3417422;2519229;116;2554645
3506667;3533486;323;2503206
3318689;2557193;140;2476669
3216726;2648337;108;3823260
3196002;2657280;410;2596311
3232471;2451524;224;2645349
3496243;2552199;177;2596122
3328256;2587233;118;2488786
3241372;2629269;126;2648125
3285254;2485486;125;2550730
3445890;2554752;107;2500390
3256094;2516028;108;2667921
3204502;2699900;53;2567553
3192305;2486379;102;2708598
3528044;2542753;77;2531429
3163182;2529628;52;2461721
3236447;2663047;180;2517429
3224496;2503546;103;3185946
3136794;2562200;55;2600057
3399596;2895897;102;2681579
3320904;2500354;105;2511957
3322906;2519914;116;2462825
3249432;2792707;112;2497866
3271564;2457005;106;2692680
3451437;2655536;50;2651877
3241812;2590158;111;2515679
3254622;2523078;146;2561763
3147438;2497027;106;2812622
3187635;2568475;149;2566333
3238039;2532859;181;2476033
3309020;2584898;288;2481788
3304926;2523022;69;2803540
3316009;2590455;87;2555096
3902698;2736669;120;2570518
3262710;2744631;115;2553238
3383267;3857422;223;2546023
3190435;2520278;53;2523378
3299794;2520676;113;2498618
3258468;2590400;217;3171119
3766845;2507404;1992;2555305
3351635;2580402;128;2526185
3486007;3701301;183;2585177
3347679;2539655;103;2547622
3167036;2527716;193;2483735
3207038;2770713;183;2520210
3176378;2486397;112;3908072
3195398;2699431;245;2474732
4063293;2539455;161;3145633
3224331;2613670;171;2596070
3416609;2500493;179;2545906
3311978;2531035;368;2577068
3242330;2939477;123;3056331
3140236;2741454;207;2624541
3233864;2756637;112;2532919
3169300;2539309;191;2493485
3364444;2561257;122;2438249
11695425;2478893;206;2459592
3278300;2655342;174;2540906
3214219;11327868;194;2452126
3195035;2490266;109;2500556
3215068;2530475;172;11091505
3157761;2601941;80;2550110
3737708;2830597;233;2580477
3188437;2492893;172;2665756
3213292;2562583;111;2505772
3195223;2471029;105;2575928
3137582;2610237;154;2493069
3198643;2486326;129;2641854
3100702;2585324;108;2749569
3218272;2419636;159;2555816
3179827;2495145;101;2517841
3222189;2490895;162;2507633
3062324;2555770;273;2489246
3227470;2554300;101;2551969
3213124;2601708;113;2518930
3239781;2501275;94;2518096
3145090;2517843;396;2500859
3175057;2559052;90;2462186
3249063;2539189;154;2494695
3181748;2614355;189;2578748
3130141;2715257;152;2525925
3231101;2555548;115;2518220
3109049;2624716;125;2469718
3234830;2627555;142;2494159
3365183;2510510;119;2529729
3319835;2638956;119;2567732
3215642;2564671;146;2563422
3226265;2668942;113;2668908
3177508;2968696;121;2491420
3276616;2564888;191;2558117
3297892;2756298;418;2437001
3267260;2551667;286;2569805
3206932;2550689;107;2505174
3364195;2566062;65;2615574
3170474;2620681;167;2699509
3327345;2562495;143;2635179
3163761;2613150;102;2472529
3252364;2584820;110;2653881
3196744;2524072;116;2530823
3283855;2599167;105;2561515
3312292;2488658;102;2530907
4474417;2520432;177;2543195
3211433;2492671;104;2502652
3941819;2623561;13407;2751482
3185901;2556949;52;2472327
4569548;2564301;173;2585204
3272543;2549725;73;2476584
3287414;2549792;125;2653014
3239451;2521293;108;2714348
3263439;2676863;263;2677103
3374069;2587447;107;2491624
3239071;2694464;109;2500150
3458141;2495076;198;2541770
3350506;2623599;77;2742694
3202776;2516782;118;2613142
3279647;2626215;57;3214805
3184695;2573104;102;2545121
3132397;3852571;150;2641861
3231374;2543512;178;2496315
3535087;3107054;193;2487938
3205256;2545136;107;2508870
4480603;2542988;164;2520595
3323473;2556202;116;2447025
3226393;2576166;120;2513880
3210673;2482287;411;2830459
3363591;2668397;107;2565734
3377870;2571692;54;2464274
3385696;2486924;155;2599139
3601427;2595661;150;2487512
3190913;2641977;123;3862425
3216425;2637025;232;2650563
3391142;2445668;52;3253155
3415204;2545658;163;2836430
3223755;2533244;273;3999227
3247464;2474484;52;2578324
3298222;2959847;574;2870778
3181384;2569652;155;2578045
15647794;2641734;338;2467133
3224780;2563896;112;2496273
3328078;12799360;233;2463800
3288149;2486237;108;2660230
3237086;2584849;157;12385150
3382791;2642477;110;2557142
3226622;2535457;105;2649784
3183207;2555815;189;2560677
3232992;2536284;116;2487883
3266945;2548576;167;2519697
3217987;2526695;140;2492065
3392492;2474145;105;2578132
3236765;2568087;142;2688641
3223421;2509340;148;2561147
3203737;2479184;109;2466361
3264743;2507317;120;2605139
3296378;2533533;106;2494603
3592023;2550677;208;2517148
3130231;2658681;122;2482888
3418769;2503025;107;2534578
3105575;2561177;53;2459160
3627695;2597597;54;2527633
3217735;3282959;172;2638711
3230666;2551395;55;2661649
4579667;2532920;105;2595165
3999122;2513401;171;2855830
3175491;2562452;27;2537494
3463681;2577071;154;2571912
4432685;2566934;115;2462886
3218663;2676071;103;2517161
3189150;2492830;156;2478996
3321435;2568177;107;2724338
3485161;2516666;110;2584953
3287205;2537243;71;2653251
3612560;2515772;176;2516228
3235873;2622010;111;2636635
3405532;2507790;106;2541497
3221857;2664769;55;2698112
3203708;2489243;128;2696271
3360289;2670849;77;2530232
3239373;2514067;108;2494699
3223206;2512059;71;2545566
3230431;2495586;110;2554539
3368133;2562075;190;2605959
3290480;2560391;106;2747216
3378110;2553736;167;2626135
3150791;2548061;81;3247728
3273624;2549870;54;2575610
3402846;2530031;189;2547746
3204910;2535687;72;2568510
3247985;3196684;191;3206488
3168473;2622255;108;2536009
3151067;3271888;210;3035344
3477820;2658625;330;2562864
3505244;3063296;232;2752193
3235905;2547516;106;2571295
4107656;2656340;183;2580623
3351576;2678205;315;2531203
3238817;2621458;150;3210679
3464300;2663459;57;2550338
3222068;2486043;103;2612219
3414696;2624744;74;2580282
3211343;2501296;89;2554333
3484022;2531045;110;2623459
3239166;2529031;212;2446242
3228682;2593568;113;2609777
3154476;2641021;174;2491822
3304539;2528035;111;2546002
3227847;2603712;176;2519555
3383680;2577514;155;2520656
3193129;2643492;140;2438776
3246171;2489614;177;2587887
3238958;2472610;142;2579143
3346808;2581638;129;2647490
3207581;2564886;55;2613315
3238153;2553665;136;2575145
3144144;2578657;153;2745531
3208592;2578558;338;2638726
3219874;2526018;122;2558255
3170766;2430763;221;2560770
3259555;3177137;166;2763661
14646746;2585359;218;2568820
3779771;2778853;173;2612161
3305680;13557711;189;2560880
3267087;2516191;176;2484527
3415218;2507993;456;13787620
3983089;2669353;188;2429337
3310862;2549850;339;2547034
3775259;2771888;346;3893136
3968000;2571343;176;2543965
3890903;2808957;175;2644794
3190797;2556909;101;2634765
3229616;2501818;165;2647839
3205577;2548559;123;2760149
3404274;2842891;165;2824651
3189819;2523121;163;2743111
3132430;3048531;171;2896202
3126897;2644992;191;2519029
4696007;2739748;152;2450048
3272363;2481686;193;2610817
3230813;2622388;105;3346712
3298978;2615866;106;2603581
3173300;2629934;108;2493703
3261563;2511733;104;2490920
3274676;2593271;382;2595805
3149341;2517239;284;2674383
3211160;2636397;164;2535512
3181830;2541430;129;2541790
3248471;2843574;155;2492895
3345602;2608198;105;2523905
3436674;2667645;158;2598430
3150390;2544127;111;2580041
3211017;2541796;146;2622426
3277282;2537250;151;2558518
3272105;2703879;108;2532179
3348599;2617623;112;2426938
3301269;2564235;176;2535080
3135530;2588523;110;2555370
3360908;2574065;154;2608322
3297729;2520736;114;2702111
3283243;2663158;104;2627390
3291213;2462734;101;2782151
3252135;2506398;385;2582302
3241692;2804576;111;2504601
3380927;2552467;49;2524043
3192439;2500767;211;3193859
3366285;2628708;107;2544027
3160774;2468364;141;2569166
3453709;2566254;129;2551375
3197263;2677843;110;2535148
3415508;2542173;146;2578369
3125443;2584531;119;2445656
3369647;2584767;111;2555484
3139015;2544827;103;2766656
3495810;2617745;197;2640912
3248451;2483300;110;2661197
3309588;2702866;103;2481178
3234869;2683166;339;2513952
3289479;2599785;105;2546991
3118939;2579710;129;2627624
3375625;2635009;124;2492278
3139946;2702908;101;2499291
3180801;2540376;120;2700080
3231024;2541952;101;2535028
3169588;2597724;115;2461883
3207539;2555335;76;3359295
3207072;2551804;131;2512478
3141059;2546334;150;3291860
3435988;2543557;115;2534464
3187469;2569172;123;2878323
3295517;2612606;114;2515719
3181097;2549590;136;2594621
3422684;2563285;113;2548231
3218690;2648326;54;2497716
3408113;2557230;127;2587552
3224805;2593646;157;2478935
3358409;2582172;121;2569988
3145978;2514747;167;2803869
3354672;2607252;158;2559397
3199169;2457412;174;2631013
3108819;2525888;241;2559529
3182477;2540272;106;2487943
10778742;2478674;206;2539930
3218179;2530837;181;2483912
3257260;14103164;208;2546371
3220303;2693145;153;2529892
3595221;2592662;150;10418059
3174954;2556301;102;2464037
3510852;2536637;165;2525459
3188699;2535135;155;2503014
3515236;2532864;155;2562973
3358172;2479189;118;2553009
3332693;2512704;116;2587920
3156797;2494430;115;2508330
3340669;2532298;168;2754547
3162205;2589069;111;2552213
3274642;2574683;344;2459594
