Texas Holdum
Cards;Chance
[Jack of Spades, 3 of Clubs, Jack of Spades, 3 of Clubs]0.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, Queen of Diamonds]23.0
[Jack of Diamonds, 2 of Hearts, King of Spades, 8 of Hearts]35.0
[2 of Clubs, 7 of Clubs, King of Spades, Ace of Diamonds]28.000000000000004
[4 of Clubs, Ace of Hearts, 6 of Diamonds, King of Clubs]55.00000000000001
[2 of Clubs, 7 of Clubs, 5 of Clubs, 3 of Hearts]50.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, 4 of Hearts]47.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, 5 of Hearts]32.0
[4 of Clubs, 7 of Clubs, 5 of Clubs, 6 of Hearts]40.0
[2 of Hearts, 9 of Diamonds, 7 of Spades, 7 of Hearts]39.0
[9 of Clubs, 7 of Clubs, 5 of Diamonds, 8 of Hearts]53.0
[9 of Clubs, 7 of Clubs, 5 of Clubs, Ace of Hearts]42.0
[7 of Clubs, 6 of Clubs, King of Clubs, 10 of Hearts]32.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, Jack of Hearts]36.0
[2 of Clubs, 4 of Spades, 5 of Clubs, 9 of Spades]37.0
[6 of Diamonds, 7 of Hearts, 3 of Clubs, King of Hearts]31.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, Ace of Hearts]43.0
[8 of Diamonds, 10 of Diamonds, Jack of Hearts, 2 of Spades]50.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, 3 of Spades]46.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, 4 of Spades]42.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, 5 of Spades]25.0
[2 of Clubs, Jack of Clubs, 8 of Spades, 6 of Spades]39.0
[5 of Diamonds, 7 of Clubs, 5 of Clubs, 7 of Spades]0.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, 8 of Spades]55.00000000000001
[9 of Hearts, 7 of Clubs, 5 of Clubs, 9 of Spades]42.0
[2 of Clubs, 7 of Clubs, 5 of Clubs, 10 of Spades]38.0
[6 of Spades, Queen of Hearts, 3 of Hearts, Queen of Hearts]28.999999999999996
[Queen of Spades, 4 of Clubs, 5 of Clubs, 8 of Clubs]34.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 9 of Clubs]36.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 10 of Clubs]35.0
[2 of Clubs, 3 of Clubs, 4 of Diamonds, Jack of Diamonds]34.0
[King of Clubs, 7 of Clubs, 6 of Clubs, Queen of Clubs]47.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, King of Clubs]34.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, Ace of Clubs]32.0
[3 of Clubs, 8 of Diamonds, 7 of Hearts, 4 of Spades]25.0
[3 of Clubs, 10 of Clubs, 4 of Hearts, 10 of Diamonds]34.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 4 of Diamonds]44.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 5 of Diamonds]41.0
[3 of Diamonds, 3 of Clubs, 6 of Clubs, 6 of Diamonds]14.000000000000002
[4 of Hearts, 5 of Spades, King of Diamonds, 10 of Spades]28.000000000000004
[2 of Clubs, 7 of Clubs, 6 of Clubs, 8 of Diamonds]28.999999999999996
[2 of Hearts, 7 of Clubs, 6 of Clubs, 9 of Diamonds]33.0
[3 of Spades, 4 of Clubs, 6 of Clubs, 10 of Diamonds]40.0
[King of Diamonds, 4 of Hearts, 2 of Clubs, 7 of Spades]49.0
[Ace of Diamonds, King of Clubs, 10 of Spades, Queen of Diamonds]49.0
[6 of Diamonds, 7 of Clubs, 3 of Spades, King of Diamonds]46.0
[Ace of Hearts, 8 of Spades, Queen of Hearts, Ace of Clubs]39.0
[5 of Diamonds, 2 of Hearts, 10 of Hearts, Queen of Clubs]36.0
[5 of Diamonds, Ace of Clubs, 4 of Spades, King of Diamonds]46.0
[2 of Clubs, 7 of Clubs, 8 of Spades, 4 of Hearts]50.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 5 of Hearts]24.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 9 of Spades]33.0
[Jack of Hearts, 6 of Hearts, 6 of Clubs, 7 of Hearts]40.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 8 of Hearts]27.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 9 of Hearts]21.0
[2 of Hearts, 3 of Diamonds, Jack of Clubs, 3 of Hearts]20.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, Jack of Hearts]47.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, Queen of Hearts]37.0
[3 of Spades, 7 of Clubs, 9 of Spades, 8 of Hearts]37.0
[4 of Spades, 2 of Spades, 10 of Clubs, 3 of Diamonds]48.0
[King of Diamonds, 7 of Clubs, 6 of Clubs, 2 of Spades]51.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 3 of Spades]42.0
[2 of Clubs, Ace of Clubs, 6 of Clubs, 4 of Spades]41.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 5 of Spades]37.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 6 of Spades]24.0
[8 of Clubs, 3 of Diamonds, 2 of Clubs, 7 of Spades]42.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 8 of Spades]33.0
[2 of Clubs, 7 of Clubs, 2 of Hearts, 9 of Spades]24.0
[2 of Clubs, 7 of Clubs, 6 of Clubs, 10 of Spades]30.0
[6 of Spades, 7 of Clubs, 7 of Clubs, 8 of Clubs]30.0
[Jack of Spades, 7 of Clubs, 7 of Clubs, 9 of Clubs]16.0
[2 of Diamonds, 7 of Diamonds, 7 of Diamonds, 4 of Spades]21.0
[2 of Diamonds, Ace of Clubs, Ace of Clubs, 6 of Spades]28.999999999999996
[3 of Diamonds, 10 of Diamonds, 10 of Diamonds, 6 of Clubs]35.0
[2 of Clubs, 2 of Spades, 2 of Spades, King of Clubs]57.99999999999999
[Jack of Spades, 7 of Clubs, 7 of Clubs, Ace of Clubs]20.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 10 of Hearts]35.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 3 of Diamonds]43.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 4 of Diamonds]23.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 5 of Diamonds]12.0
[2 of Clubs, 6 of Hearts, 6 of Hearts, 6 of Diamonds]9.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 7 of Diamonds]18.0
[9 of Clubs, 7 of Clubs, 7 of Clubs, 8 of Diamonds]28.999999999999996
[5 of Clubs, 5 of Spades, 5 of Spades, Queen of Hearts]62.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 10 of Diamonds]21.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, Jack of Diamonds]28.999999999999996
[2 of Clubs, 7 of Clubs, 7 of Clubs, 5 of Spades]26.0
[Ace of Diamonds, Ace of Clubs, Ace of Clubs, King of Diamonds]81.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, Ace of Diamonds]22.0
[5 of Spades, 2 of Spades, 2 of Spades, 6 of Clubs]32.0
[Jack of Hearts, 7 of Clubs, 7 of Clubs, 2 of Diamonds]34.0
[2 of Hearts, 9 of Diamonds, 9 of Diamonds, 4 of Hearts]34.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 5 of Hearts]39.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 6 of Hearts]25.0
[8 of Spades, 8 of Diamonds, 8 of Diamonds, 7 of Hearts]72.0
[Queen of Hearts, 9 of Diamonds, 9 of Diamonds, 8 of Hearts]30.0
[King of Hearts, 7 of Clubs, 7 of Clubs, 9 of Hearts]32.0
[Queen of Hearts, 2 of Diamonds, 2 of Diamonds, 10 of Hearts]23.0
[2 of Clubs, 9 of Spades, 9 of Spades, 7 of Spades]6.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, Queen of Hearts]18.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, King of Hearts]36.0
[2 of Clubs, 3 of Hearts, 3 of Hearts, Ace of Hearts]16.0
[Jack of Diamonds, 7 of Clubs, 7 of Clubs, 2 of Spades]51.0
[Queen of Clubs, 6 of Diamonds, 6 of Diamonds, King of Clubs]19.0
[10 of Spades, 7 of Clubs, 7 of Clubs, 4 of Spades]20.0
[6 of Spades, 7 of Clubs, 7 of Clubs, 5 of Spades]27.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 6 of Spades]25.0
[6 of Hearts, Queen of Diamonds, Queen of Diamonds, 7 of Spades]11.0
[2 of Clubs, 7 of Clubs, 7 of Clubs, 8 of Spades]27.0
[Ace of Diamonds, 8 of Hearts, 8 of Hearts, 9 of Spades]31.0
[Queen of Diamonds, 8 of Diamonds, 8 of Diamonds, 10 of Spades]35.0
[2 of Clubs, 7 of Clubs, 4 of Spades, 9 of Clubs]31.0
[6 of Clubs, Jack of Clubs, 9 of Clubs, 4 of Diamonds]47.0
[Queen of Clubs, 6 of Diamonds, Ace of Clubs, 7 of Diamonds]38.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, Queen of Clubs]47.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, Ace of Hearts]42.0
[5 of Clubs, 2 of Spades, 9 of Diamonds, 5 of Spades]33.0
[2 of Clubs, 7 of Clubs, 7 of Spades, 2 of Diamonds]6.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 3 of Diamonds]33.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 4 of Diamonds]38.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, Jack of Spades]45.0
[10 of Clubs, 7 of Clubs, 8 of Clubs, 6 of Diamonds]34.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 7 of Diamonds]26.0
[2 of Clubs, 7 of Clubs, 6 of Diamonds, 7 of Spades]28.999999999999996
[2 of Clubs, 10 of Hearts, Jack of Spades, 9 of Diamonds]36.0
[6 of Spades, King of Hearts, Queen of Clubs, 10 of Diamonds]35.0
[2 of Clubs, Queen of Clubs, 7 of Clubs, Jack of Diamonds]30.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, Queen of Diamonds]41.0
[2 of Clubs, 9 of Spades, 8 of Clubs, King of Diamonds]40.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, Ace of Diamonds]16.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 2 of Hearts]20.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 3 of Hearts]39.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 7 of Hearts]21.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 5 of Hearts]33.0
[7 of Hearts, 7 of Diamonds, 4 of Hearts, 6 of Hearts]64.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 7 of Hearts]22.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 8 of Hearts]19.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 9 of Hearts]28.999999999999996
[2 of Clubs, 7 of Clubs, 8 of Clubs, 10 of Hearts]27.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, Jack of Hearts]41.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, Queen of Hearts]35.0
[10 of Diamonds, 4 of Hearts, 7 of Hearts, King of Hearts]32.0
[2 of Clubs, 2 of Hearts, 8 of Clubs, 3 of Clubs]46.0
[4 of Hearts, 7 of Clubs, 8 of Clubs, 10 of Spades]42.0
[King of Clubs, Ace of Diamonds, 10 of Clubs, 10 of Diamonds]38.0
[4 of Hearts, 5 of Diamonds, 10 of Spades, 4 of Spades]31.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 5 of Spades]30.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 6 of Spades]41.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 7 of Spades]24.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 8 of Spades]26.0
[2 of Clubs, 7 of Clubs, 8 of Clubs, 9 of Spades]19.0
[2 of Clubs, Jack of Diamonds, 8 of Clubs, 10 of Spades]35.0
[7 of Clubs, 2 of Spades, 8 of Spades, 9 of Diamonds]27.0
[6 of Clubs, Queen of Clubs, Queen of Diamonds, Ace of Diamonds]25.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, Queen of Clubs]41.0
[7 of Hearts, 7 of Clubs, 2 of Clubs, 3 of Hearts]73.0
[Jack of Clubs, 7 of Clubs, 9 of Clubs, Ace of Clubs]36.0
[6 of Spades, 7 of Clubs, 9 of Clubs, 2 of Diamonds]54.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 7 of Diamonds]20.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 4 of Diamonds]39.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 5 of Diamonds]41.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 6 of Diamonds]31.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 7 of Diamonds]26.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 8 of Diamonds]28.999999999999996
[2 of Clubs, 7 of Clubs, 9 of Clubs, 9 of Diamonds]16.0
[Queen of Diamonds, 7 of Clubs, 9 of Diamonds, 4 of Spades]46.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, Jack of Diamonds]35.0
[5 of Spades, 7 of Clubs, 9 of Clubs, Queen of Diamonds]38.0
[2 of Clubs, 3 of Spades, 9 of Clubs, King of Diamonds]22.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, Ace of Diamonds]36.0
[2 of Hearts, Ace of Spades, 5 of Spades, 2 of Clubs]49.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 3 of Hearts]53.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 4 of Hearts]39.0
[4 of Spades, 7 of Spades, 8 of Hearts, 6 of Diamonds]41.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 6 of Hearts]32.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 7 of Hearts]22.0
[8 of Hearts, 7 of Clubs, 10 of Clubs, Queen of Spades]45.0
[Jack of Clubs, 4 of Clubs, 8 of Spades, 4 of Diamonds]41.0
[Jack of Diamonds, 4 of Clubs, Queen of Hearts, 10 of Hearts]33.0
[2 of Clubs, 6 of Clubs, 9 of Clubs, Jack of Hearts]35.0
[2 of Clubs, 10 of Diamonds, 9 of Clubs, Queen of Hearts]36.0
[10 of Spades, 7 of Clubs, 9 of Clubs, King of Hearts]36.0
[Queen of Clubs, Queen of Hearts, 6 of Clubs, Ace of Hearts]65.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 2 of Spades]32.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 3 of Spades]35.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 4 of Spades]41.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 5 of Spades]33.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 6 of Spades]28.999999999999996
[4 of Clubs, 7 of Clubs, 9 of Clubs, 7 of Spades]28.999999999999996
[2 of Clubs, 7 of Clubs, 9 of Clubs, 8 of Spades]32.0
[2 of Clubs, 7 of Clubs, 9 of Clubs, 9 of Spades]23.0
[5 of Clubs, 6 of Diamonds, 10 of Hearts, 9 of Spades]31.0
[9 of Hearts, 7 of Diamonds, Jack of Hearts, King of Hearts]25.0
[6 of Hearts, 9 of Diamonds, King of Spades, Queen of Hearts]32.0
[Queen of Spades, Jack of Diamonds, King of Spades, 2 of Spades]35.0
[Jack of Clubs, King of Hearts, 2 of Diamonds, King of Clubs]31.0
[2 of Clubs, Jack of Diamonds, 6 of Hearts, 10 of Clubs]42.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, 3 of Diamonds]38.0
[2 of Clubs, 4 of Spades, 10 of Clubs, 4 of Diamonds]19.0
[2 of Clubs, 9 of Clubs, 2 of Spades, Ace of Diamonds]18.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, 6 of Diamonds]34.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, 7 of Diamonds]28.999999999999996
[2 of Clubs, 7 of Clubs, 10 of Clubs, 8 of Diamonds]35.0
[Jack of Diamonds, 7 of Clubs, 10 of Clubs, 9 of Diamonds]32.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, Queen of Spades]21.0
[2 of Clubs, 7 of Spades, 3 of Spades, 5 of Spades]35.0
[5 of Hearts, Queen of Hearts, Queen of Diamonds, Queen of Spades]18.0
[9 of Spades, 3 of Spades, 5 of Spades, King of Hearts]38.0
[10 of Spades, 7 of Clubs, 9 of Spades, 4 of Hearts]38.0
[Ace of Diamonds, 3 of Hearts, 10 of Clubs, 2 of Hearts]45.0
[King of Spades, 7 of Clubs, 10 of Clubs, 3 of Hearts]47.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, 4 of Hearts]41.0
[8 of Diamonds, 2 of Hearts, 5 of Diamonds, 5 of Hearts]35.0
[Jack of Spades, 7 of Clubs, 6 of Spades, 5 of Hearts]38.0
[2 of Clubs, 3 of Hearts, 4 of Spades, 7 of Hearts]35.0
[King of Clubs, 9 of Spades, King of Hearts, 4 of Spades]20.0
[5 of Clubs, Ace of Diamonds, 4 of Spades, 7 of Hearts]47.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, 10 of Hearts]30.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, Jack of Hearts]27.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, Queen of Hearts]48.0
[5 of Spades, 7 of Clubs, 4 of Hearts, 4 of Clubs]38.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, Ace of Hearts]30.0
[3 of Diamonds, 3 of Spades, King of Spades, 5 of Spades]27.0
[2 of Clubs, 7 of Clubs, Queen of Hearts, Jack of Spades]26.0
[2 of Clubs, 7 of Spades, King of Diamonds, 4 of Spades]42.0
[10 of Clubs, 2 of Spades, 6 of Clubs, 9 of Hearts]30.0
[Jack of Hearts, 7 of Clubs, 10 of Clubs, 6 of Spades]44.0
[7 of Clubs, 4 of Spades, 8 of Hearts, 7 of Spades]28.999999999999996
[2 of Clubs, 10 of Hearts, Ace of Clubs, Jack of Spades]37.0
[2 of Clubs, 7 of Clubs, 5 of Spades, 9 of Spades]39.0
[2 of Clubs, 7 of Clubs, 10 of Clubs, 10 of Spades]18.0
[7 of Clubs, 9 of Hearts, Jack of Clubs, Queen of Clubs]25.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, King of Clubs]36.0
[2 of Clubs, 7 of Clubs, Queen of Hearts, Ace of Clubs]32.0
[Queen of Spades, 7 of Clubs, Jack of Clubs, 2 of Diamonds]56.00000000000001
[2 of Clubs, 7 of Clubs, Jack of Clubs, 3 of Diamonds]44.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 4 of Diamonds]43.0
[2 of Clubs, 7 of Clubs, 2 of Diamonds, 5 of Diamonds]31.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 6 of Diamonds]34.0
[Ace of Clubs, Ace of Hearts, 5 of Clubs, 5 of Spades]70.0
[5 of Clubs, 9 of Diamonds, 8 of Hearts, 3 of Spades]40.0
[4 of Diamonds, 7 of Clubs, Jack of Clubs, 9 of Diamonds]36.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 10 of Diamonds]37.0
[9 of Clubs, Jack of Diamonds, 9 of Diamonds, King of Clubs]26.0
[5 of Spades, 7 of Clubs, Jack of Clubs, Queen of Diamonds]24.0
[8 of Spades, 7 of Clubs, Jack of Spades, King of Diamonds]30.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, Ace of Diamonds]36.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 2 of Hearts]24.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 3 of Hearts]40.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 4 of Hearts]45.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 5 of Hearts]39.0
[Ace of Clubs, 7 of Clubs, Jack of Clubs, 6 of Hearts]60.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 7 of Hearts]20.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 8 of Hearts]31.0
[2 of Clubs, 7 of Clubs, 7 of Hearts, 9 of Hearts]23.0
[Jack of Clubs, 2 of Clubs, 5 of Diamonds, 5 of Clubs]43.0
[2 of Clubs, King of Hearts, 8 of Diamonds, 6 of Spades]34.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, Queen of Hearts]33.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, King of Hearts]36.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, Ace of Hearts]41.0
[2 of Clubs, 2 of Diamonds, 7 of Diamonds, King of Hearts]61.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 3 of Spades]36.0
[2 of Clubs, 7 of Clubs, Jack of Clubs, 4 of Spades]32.0
[3 of Clubs, 7 of Clubs, Jack of Clubs, 5 of Spades]41.0
[4 of Diamonds, 7 of Clubs, Jack of Clubs, 6 of Spades]34.0
[2 of Hearts, 7 of Hearts, 8 of Clubs, 7 of Spades]38.0
[Jack of Spades, 3 of Hearts, 4 of Spades, 8 of Spades]24.0
[Jack of Clubs, King of Diamonds, 3 of Clubs, 8 of Hearts]56.00000000000001
[2 of Clubs, 7 of Clubs, Jack of Clubs, 10 of Spades]36.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, King of Clubs]40.0
[2 of Clubs, 6 of Diamonds, 5 of Diamonds, 3 of Hearts]47.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 2 of Diamonds]27.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 3 of Diamonds]48.0
[King of Diamonds, 5 of Diamonds, Queen of Clubs, 4 of Diamonds]44.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 5 of Diamonds]35.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 7 of Clubs]11.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 7 of Diamonds]37.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 8 of Diamonds]34.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 9 of Diamonds]26.0
[3 of Clubs, 7 of Diamonds, 10 of Diamonds, Queen of Clubs]47.0
[5 of Hearts, 5 of Clubs, 3 of Diamonds, 6 of Diamonds]48.0
[King of Hearts, 7 of Clubs, Queen of Clubs, Queen of Diamonds]30.0
[2 of Hearts, 4 of Clubs, Jack of Spades, 7 of Hearts]26.0
[Ace of Hearts, 4 of Spades, Queen of Hearts, Ace of Diamonds]32.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 2 of Hearts]23.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 3 of Hearts]36.0
[7 of Spades, 7 of Clubs, Queen of Clubs, 4 of Hearts]73.0
[9 of Diamonds, 7 of Clubs, Ace of Hearts, 5 of Hearts]31.0
[4 of Clubs, 7 of Spades, 2 of Clubs, Queen of Diamonds]28.000000000000004
[2 of Clubs, 7 of Clubs, Queen of Clubs, 7 of Hearts]30.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 8 of Hearts]43.0
[Jack of Diamonds, 7 of Hearts, 2 of Diamonds, 9 of Hearts]43.0
[Queen of Diamonds, King of Clubs, 4 of Spades, 2 of Diamonds]53.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, Jack of Hearts]34.0
[3 of Hearts, 10 of Clubs, 3 of Diamonds, 6 of Hearts]39.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, King of Hearts]44.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, Ace of Hearts]32.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 2 of Spades]23.0
[2 of Clubs, King of Hearts, 4 of Diamonds, 3 of Spades]38.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 4 of Spades]33.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 5 of Spades]37.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 6 of Spades]50.0
[6 of Hearts, Ace of Clubs, 7 of Clubs, 7 of Spades]39.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 8 of Spades]41.0
[Ace of Hearts, 7 of Clubs, King of Clubs, 9 of Spades]42.0
[2 of Clubs, 7 of Clubs, Queen of Clubs, 10 of Spades]28.999999999999996
[2 of Clubs, 7 of Clubs, King of Clubs, Ace of Clubs]28.000000000000004
[6 of Clubs, 2 of Hearts, 6 of Clubs, Queen of Clubs]28.000000000000004
[2 of Clubs, 7 of Clubs, King of Clubs, 3 of Diamonds]51.0
[5 of Diamonds, 10 of Spades, King of Diamonds, 7 of Diamonds]37.0
[Queen of Clubs, 8 of Clubs, 5 of Hearts, 10 of Hearts]37.0
[2 of Clubs, 7 of Clubs, King of Clubs, 6 of Diamonds]35.0
[2 of Clubs, 7 of Clubs, King of Clubs, 7 of Diamonds]28.000000000000004
[2 of Clubs, 7 of Clubs, 4 of Spades, 8 of Diamonds]43.0
[2 of Clubs, Jack of Diamonds, King of Clubs, 9 of Diamonds]46.0
[2 of Clubs, 4 of Diamonds, 3 of Diamonds, Ace of Diamonds]28.000000000000004
[2 of Clubs, 7 of Clubs, King of Clubs, Jack of Diamonds]30.0
[2 of Clubs, 7 of Clubs, King of Clubs, Queen of Diamonds]44.0
[2 of Clubs, 7 of Clubs, King of Clubs, King of Diamonds]21.0
[2 of Clubs, 7 of Clubs, King of Clubs, 8 of Clubs]35.0
[Ace of Diamonds, 10 of Hearts, 6 of Diamonds, 6 of Spades]49.0
[Ace of Diamonds, 9 of Clubs, 4 of Diamonds, 5 of Spades]42.0
[2 of Clubs, 3 of Spades, 9 of Hearts, Queen of Diamonds]17.0
[2 of Clubs, 7 of Clubs, King of Clubs, 5 of Hearts]27.0
[2 of Clubs, 7 of Clubs, King of Clubs, 6 of Hearts]34.0
[2 of Clubs, 7 of Clubs, King of Clubs, 7 of Hearts]15.0
[8 of Clubs, Jack of Clubs, Queen of Diamonds, 8 of Hearts]30.0
[2 of Clubs, 7 of Clubs, King of Clubs, 9 of Hearts]38.0
[2 of Clubs, 7 of Clubs, King of Clubs, 10 of Hearts]34.0
[2 of Clubs, 7 of Clubs, King of Clubs, Jack of Hearts]27.0
[Ace of Clubs, 10 of Clubs, 4 of Diamonds, Queen of Hearts]63.0
[6 of Clubs, Queen of Diamonds, 10 of Spades, King of Hearts]22.0
[Queen of Clubs, Jack of Diamonds, 9 of Clubs, Ace of Hearts]50.0
[2 of Clubs, 7 of Clubs, King of Clubs, 2 of Spades]33.0
[King of Spades, 7 of Clubs, King of Clubs, Queen of Diamonds]22.0
[Queen of Spades, Ace of Diamonds, Ace of Spades, 2 of Diamonds]35.0
[3 of Diamonds, 5 of Clubs, King of Clubs, 6 of Clubs]39.0
[6 of Spades, 7 of Clubs, King of Clubs, 6 of Spades]33.0
[2 of Clubs, 7 of Clubs, King of Clubs, 7 of Spades]36.0
[2 of Clubs, 7 of Clubs, King of Clubs, 8 of Spades]44.0
[2 of Clubs, 7 of Clubs, King of Clubs, 9 of Spades]30.0
[4 of Diamonds, 3 of Hearts, 9 of Diamonds, 5 of Hearts]32.0
[4 of Clubs, Queen of Clubs, 10 of Spades, King of Hearts]28.000000000000004
[4 of Clubs, King of Clubs, Ace of Spades, King of Diamonds]25.0
[3 of Clubs, 7 of Hearts, 8 of Clubs, 5 of Spades]33.0
[4 of Diamonds, Jack of Clubs, 3 of Clubs, Jack of Diamonds]30.0
[2 of Diamonds, 7 of Clubs, Ace of Clubs, 9 of Spades]38.0
[9 of Spades, 6 of Clubs, Ace of Clubs, 5 of Hearts]44.0
[6 of Hearts, Jack of Hearts, Queen of Hearts, 6 of Spades]30.0
