Size	Height Random	Height LogN
254600	43	17.95787289
254700	43	17.95843943
254800	48	17.95900575
254900	44	17.95957185
255000	44	17.96013772
255100	41	17.96070337
255200	45	17.9612688
255300	44	17.96183401
255400	42	17.962399
255500	42	17.96296377
255600	41	17.96352831
255700	47	17.96409264
255800	44	17.96465674
255900	42	17.96522062
256000	43	17.96578428
256100	44	17.96634773
256200	47	17.96691095
256300	45	17.96747395
256400	48	17.96803674
256500	45	17.9685993
256600	44	17.96916164
256700	44	17.96972377
256800	42	17.97028568
256900	44	17.97084736
257000	42	17.97140883
257100	41	17.97197008
257200	44	17.97253112
257300	49	17.97309193
257400	45	17.97365253
257500	45	17.97421291
257600	45	17.97477307
257700	47	17.97533301
257800	42	17.97589274
257900	42	17.97645225
258000	41	17.97701154
258100	46	17.97757062
258200	45	17.97812948
258300	47	17.97868812
258400	43	17.97924654
258500	46	17.97980475
258600	50	17.98036275
258700	44	17.98092053
258800	47	17.98147809
258900	43	17.98203544
259000	43	17.98259257
259100	45	17.98314949
259200	45	17.98370619
259300	45	17.98426268
259400	43	17.98481895
259500	41	17.98537501
259600	47	17.98593086
259700	42	17.98648649
259800	41	17.98704191
259900	44	17.98759711
260000	42	17.9881521
260100	45	17.98870687
260200	43	17.98926144
260300	43	17.98981579
260400	44	17.99036992
260500	44	17.99092385
260600	44	17.99147756
260700	48	17.99203106
260800	43	17.99258434
260900	41	17.99313742
261000	47	17.99369028
261100	42	17.99424293
261200	42	17.99479537
261300	44	17.9953476
261400	42	17.99589962
261500	45	17.99645142
261600	44	17.99700302
261700	49	17.9975544
261800	45	17.99810557
261900	48	17.99865653
262000	42	17.99920729
262100	46	17.99975783
262200	44	18.00030816
262300	44	18.00085828
262400	42	18.00140819
262500	43	18.0019579
262600	49	18.00250739
262700	46	18.00305667
262800	42	18.00360575
262900	45	18.00415462
263000	47	18.00470327
263100	47	18.00525172
263200	44	18.00579996
263300	45	18.006348
263400	48	18.00689582
263500	41	18.00744344
263600	46	18.00799084
263700	45	18.00853805
263800	45	18.00908504
263900	43	18.00963183
264000	42	18.0101784
264100	45	18.01072478
264200	48	18.01127094
264300	49	18.0118169
264400	44	18.01236265
264500	43	18.0129082
264600	43	18.01345354
264700	47	18.01399867
264800	43	18.0145436
264900	42	18.01508832
265000	44	18.01563283
265100	46	18.01617714
265200	43	18.01672125
265300	41	18.01726515
265400	48	18.01780885
265500	47	18.01835234
265600	43	18.01889562
265700	45	18.0194387
265800	43	18.01998158
265900	46	18.02052425
266000	42	18.02106672
266100	43	18.02160898
266200	47	18.02215105
266300	44	18.0226929
266400	45	18.02323456
266500	43	18.02377601
266600	44	18.02431725
266700	47	18.0248583
266800	42	18.02539914
266900	46	18.02593978
267000	42	18.02648022
267100	44	18.02702045
267200	46	18.02756048
267300	46	18.02810031
267400	46	18.02863994
267500	48	18.02917937
267600	42	18.02971859
267700	42	18.03025761
267800	47	18.03079644
267900	48	18.03133506
268000	44	18.03187348
268100	44	18.03241169
268200	51	18.03294971
268300	44	18.03348753
268400	43	18.03402515
268500	44	18.03456256
268600	49	18.03509978
268700	47	18.0356368
268800	46	18.03617361
268900	54	18.03671023
269000	42	18.03724665
269100	45	18.03778287
269200	46	18.03831888
269300	43	18.0388547
269400	43	18.03939033
269500	45	18.03992575
269600	44	18.04046097
269700	46	18.040996
269800	42	18.04153082
269900	46	18.04206545
270000	43	18.04259988
270100	47	18.04313411
270200	45	18.04366815
270300	45	18.04420199
270400	45	18.04473563
270500	45	18.04526907
270600	47	18.04580231
270700	47	18.04633536
270800	46	18.04686821
270900	44	18.04740087
271000	47	18.04793333
271100	48	18.04846559
271200	48	18.04899765
271300	51	18.04952952
271400	47	18.0500612
271500	47	18.05059267
271600	45	18.05112395
271700	45	18.05165504
271800	43	18.05218593
271900	43	18.05271663
272000	41	18.05324713
272100	46	18.05377743
272200	44	18.05430754
272300	49	18.05483746
272400	40	18.05536718
272500	43	18.0558967
272600	42	18.05642604
272700	44	18.05695517
272800	43	18.05748412
272900	44	18.05801287
273000	47	18.05854143
273100	43	18.05906979
273200	43	18.05959796
273300	44	18.06012593
273400	43	18.06065372
273500	46	18.06118131
273600	43	18.0617087
273700	46	18.06223591
273800	45	18.06276292
273900	42	18.06328974
274000	44	18.06381637
274100	44	18.0643428
274200	46	18.06486905
274300	43	18.0653951
274400	45	18.06592096
274500	45	18.06644662
274600	44	18.0669721
274700	45	18.06749738
274800	49	18.06802248
274900	47	18.06854738
275000	46	18.06907209
275100	44	18.06959661
275200	42	18.07012094
275300	43	18.07064508
275400	49	18.07116903
275500	43	18.07169279
275600	42	18.07221636
275700	47	18.07273974
275800	48	18.07326293
275900	44	18.07378593
276000	49	18.07430874
276100	45	18.07483136
276200	43	18.07535379
276300	41	18.07587604
276400	49	18.07639809
276500	42	18.07691995
276600	42	18.07744163
276700	46	18.07796312
276800	43	18.07848442
276900	42	18.07900553
277000	45	18.07952645
277100	44	18.08004719
277200	42	18.08056773
277300	49	18.08108809
277400	45	18.08160826
277500	43	18.08212825
277600	45	18.08264804
277700	44	18.08316765
277800	48	18.08368707
277900	44	18.08420631
278000	43	18.08472536
278100	42	18.08524422
278200	47	18.08576289
278300	50	18.08628138
278400	46	18.08679969
278500	44	18.0873178
278600	45	18.08783573
278700	43	18.08835348
278800	50	18.08887104
278900	45	18.08938841
279000	50	18.0899056
279100	45	18.0904226
279200	47	18.09093942
279300	45	18.09145605
279400	49	18.0919725
279500	45	18.09248876
279600	44	18.09300484
279700	49	18.09352073
279800	46	18.09403644
279900	48	18.09455196
280000	45	18.0950673
280100	44	18.09558246
280200	44	18.09609743
280300	45	18.09661222
280400	51	18.09712682
280500	43	18.09764125
280600	46	18.09815548
280700	48	18.09866954
280800	48	18.09918341
280900	51	18.0996971
281000	41	18.1002106
281100	44	18.10072393
281200	42	18.10123707
281300	45	18.10175003
281400	45	18.1022628
281500	46	18.1027754
281600	45	18.10328781
281700	45	18.10380004
281800	45	18.10431209
281900	43	18.10482395
282000	45	18.10533564
282100	45	18.10584714
282200	54	18.10635846
282300	45	18.1068696
282400	43	18.10738056
282500	47	18.10789134
282600	45	18.10840194
282700	43	18.10891236
282800	42	18.10942259
282900	45	18.10993265
283000	42	18.11044253
283100	48	18.11095222
283200	44	18.11146174
283300	43	18.11197108
283400	48	18.11248023
283500	45	18.11298921
283600	48	18.11349801
283700	46	18.11400663
283800	44	18.11451506
283900	41	18.11502332
284000	48	18.1155314
284100	44	18.11603931
284200	41	18.11654703
284300	43	18.11705457
284400	41	18.11756194
284500	47	18.11806913
284600	42	18.11857614
284700	47	18.11908297
284800	43	18.11958962
284900	41	18.1200961
285000	48	18.12060239
285100	42	18.12110851
285200	43	18.12161446
285300	44	18.12212022
285400	45	18.12262581
285500	42	18.12313122
285600	46	18.12363645
285700	45	18.12414151
285800	45	18.12464639
285900	45	18.12515109
286000	44	18.12565562
286100	45	18.12615997
286200	43	18.12666415
286300	42	18.12716814
286400	42	18.12767197
286500	42	18.12817561
286600	44	18.12867908
286700	43	18.12918238
286800	44	18.1296855
286900	46	18.13018844
287000	43	18.13069121
287100	46	18.1311938
287200	49	18.13169622
287300	44	18.13219847
287400	44	18.13270054
287500	48	18.13320243
287600	44	18.13370415
287700	44	18.1342057
287800	46	18.13470707
287900	46	18.13520826
288000	43	18.13570929
288100	50	18.13621013
288200	47	18.13671081
288300	46	18.13721131
288400	43	18.13771164
288500	42	18.13821179
288600	45	18.13871177
288700	46	18.13921158
288800	44	18.13971122
288900	43	18.14021068
289000	46	18.14070997
289100	49	18.14120908
289200	44	18.14170803
289300	45	18.1422068
289400	49	18.1427054
289500	46	18.14320382
289600	45	18.14370208
289700	45	18.14420016
289800	42	18.14469807
289900	41	18.14519581
290000	43	18.14569337
290100	45	18.14619077
290200	45	18.14668799
290300	42	18.14718505
290400	44	18.14768193
290500	47	18.14817864
290600	40	18.14867518
290700	48	18.14917155
290800	42	18.14966774
290900	44	18.15016377
291000	41	18.15065963
291100	45	18.15115531
291200	44	18.15165083
291300	45	18.15214618
291400	42	18.15264135
291500	46	18.15313636
291600	44	18.15363119
291700	45	18.15412586
291800	45	18.15462036
291900	43	18.15511469
292000	47	18.15560884
292100	51	18.15610283
292200	43	18.15659665
292300	47	18.1570903
292400	49	18.15758379
292500	45	18.1580771
292600	45	18.15857024
292700	44	18.15906322
292800	42	18.15955603
292900	44	18.16004867
293000	46	18.16054114
293100	49	18.16103344
293200	46	18.16152558
293300	45	18.16201755
293400	41	18.16250935
293500	44	18.16300098
293600	44	18.16349244
293700	47	18.16398374
293800	46	18.16447487
293900	42	18.16496583
294000	45	18.16545663
294100	46	18.16594726
294200	47	18.16643772
294300	44	18.16692802
294400	47	18.16741815
294500	46	18.16790811
294600	42	18.1683979
294700	46	18.16888753
294800	46	18.169377
294900	45	18.1698663
295000	46	18.17035543
295100	46	18.1708444
295200	45	18.1713332
295300	44	18.17182183
295400	45	18.1723103
295500	48	18.1727986
295600	43	18.17328674
295700	46	18.17377472
295800	45	18.17426253
295900	46	18.17475017
296000	44	18.17523765
296100	42	18.17572496
296200	47	18.17621212
296300	46	18.1766991
296400	45	18.17718592
296500	46	18.17767258
296600	47	18.17815907
296700	44	18.1786454
296800	47	18.17913157
296900	44	18.17961757
297000	41	18.18010341
297100	47	18.18058908
297200	50	18.18107459
297300	46	18.18155994
297400	44	18.18204512
297500	47	18.18253014
297600	45	18.183015
297700	43	18.1834997
297800	51	18.18398423
297900	44	18.1844686
298000	49	18.18495281
298100	44	18.18543685
298200	43	18.18592073
298300	44	18.18640445
298400	46	18.18688801
298500	46	18.18737141
298600	43	18.18785464
298700	42	18.18833771
298800	44	18.18882062
298900	48	18.18930337
299000	43	18.18978596
299100	44	18.19026838
299200	42	18.19075065
299300	49	18.19123275
299400	42	18.1917147
299500	42	18.19219648
299600	46	18.1926781
299700	48	18.19315956
299800	50	18.19364086
299900	42	18.194122
300000	45	18.19460298
300100	48	18.19508379
300200	42	18.19556445
300300	45	18.19604495
300400	46	18.19652529
300500	46	18.19700547
300600	43	18.19748548
300700	42	18.19796534
300800	43	18.19844504
300900	46	18.19892458
301000	45	18.19940396
301100	45	18.19988318
301200	44	18.20036224
301300	42	18.20084115
301400	45	18.20131989
301500	47	18.20179848
301600	45	18.2022769
301700	48	18.20275517
301800	45	18.20323328
301900	41	18.20371123
302000	46	18.20418902
302100	42	18.20466666
302200	43	18.20514413
302300	50	18.20562145
302400	46	18.20609861
302500	44	18.20657562
302600	42	18.20705246
302700	46	18.20752915
302800	45	18.20800568
302900	42	18.20848205
303000	43	18.20895827
303100	44	18.20943433
303200	44	18.20991023
303300	45	18.21038597
303400	46	18.21086156
303500	47	18.21133699
303600	48	18.21181227
303700	46	18.21228738
303800	46	18.21276234
303900	45	18.21323715
304000	44	18.2137118
304100	43	18.21418629
304200	42	18.21466063
304300	46	18.21513481
304400	46	18.21560883
304500	47	18.2160827
304600	45	18.21655642
304700	45	18.21702997
304800	44	18.21750338
304900	47	18.21797662
305000	45	18.21844972
305100	42	18.21892265
305200	46	18.21939544
305300	46	18.21986806
305400	45	18.22034054
305500	46	18.22081285
305600	43	18.22128502
305700	47	18.22175703
305800	46	18.22222888
305900	43	18.22270058
306000	46	18.22317213
306100	45	18.22364352
306200	43	18.22411476
306300	44	18.22458584
306400	44	18.22505677
306500	49	18.22552755
306600	48	18.22599817
306700	46	18.22646864
306800	43	18.22693896
306900	44	18.22740912
307000	42	18.22787913
307100	45	18.22834899
307200	43	18.22881869
307300	47	18.22928824
307400	46	18.22975764
307500	41	18.23022688
307600	44	18.23069598
307700	46	18.23116492
307800	47	18.23163371
307900	43	18.23210234
308000	46	18.23257083
308100	46	18.23303916
308200	44	18.23350734
308300	42	18.23397536
308400	47	18.23444324
308500	43	18.23491096
308600	43	18.23537854
308700	45	18.23584596
308800	44	18.23631323
308900	47	18.23678035
309000	44	18.23724731
309100	42	18.23771413
309200	42	18.23818079
309300	42	18.23864731
309400	45	18.23911367
309500	44	18.23957988
309600	44	18.24004595
309700	46	18.24051186
309800	45	18.24097762
309900	45	18.24144323
310000	43	18.24190869
310100	44	18.242374
310200	49	18.24283916
310300	43	18.24330417
310400	45	18.24376903
310500	43	18.24423374
310600	43	18.2446983
310700	43	18.24516272
310800	45	18.24562698
310900	41	18.24609109
311000	47	18.24655505
311100	48	18.24701887
311200	42	18.24748253
311300	48	18.24794605
311400	45	18.24840942
311500	49	18.24887264
311600	46	18.24933571
311700	50	18.24979863
311800	43	18.2502614
311900	44	18.25072403
312000	45	18.2511865
312100	43	18.25164883
312200	46	18.25211101
312300	48	18.25257304
312400	43	18.25303493
312500	46	18.25349666
312600	45	18.25395825
312700	44	18.25441969
312800	48	18.25488099
312900	49	18.25534213
313000	45	18.25580313
313100	43	18.25626398
313200	44	18.25672469
313300	46	18.25718524
313400	45	18.25764565
313500	42	18.25810592
313600	46	18.25856603
313700	49	18.259026
313800	45	18.25948583
313900	44	18.2599455
314000	43	18.26040503
314100	43	18.26086442
314200	48	18.26132366
314300	43	18.26178275
314400	43	18.26224169
314500	47	18.26270049
314600	45	18.26315915
314700	44	18.26361765
314800	43	18.26407602
314900	43	18.26453423
315000	46	18.2649923
315100	42	18.26545023
315200	46	18.26590801
315300	46	18.26636564
315400	45	18.26682313
315500	44	18.26728048
315600	46	18.26773768
315700	48	18.26819474
315800	44	18.26865165
315900	47	18.26910841
316000	44	18.26956503
316100	48	18.27002151
316200	50	18.27047784
316300	43	18.27093403
316400	42	18.27139007
316500	46	18.27184597
316600	47	18.27230173
316700	47	18.27275734
316800	45	18.27321281
316900	43	18.27366813
317000	43	18.27412331
317100	47	18.27457835
317200	44	18.27503325
317300	45	18.275488
317400	44	18.2759426
317500	45	18.27639707
317600	44	18.27685139
317700	44	18.27730556
317800	44	18.2777596
317900	47	18.27821349
318000	47	18.27866724
318100	45	18.27912085
318200	47	18.27957431
318300	44	18.28002763
318400	45	18.28048081
318500	45	18.28093385
318600	45	18.28138674
318700	46	18.28183949
318800	44	18.2822921
318900	46	18.28274457
319000	44	18.2831969
319100	47	18.28364908
319200	45	18.28410113
319300	45	18.28455303
319400	50	18.28500479
319500	47	18.28545641
319600	44	18.28590788
319700	47	18.28635922
319800	49	18.28681041
319900	44	18.28726147
320000	43	18.28771238
320100	44	18.28816315
320200	44	18.28861378
320300	45	18.28906427
320400	49	18.28951462
320500	47	18.28996483
320600	44	18.2904149
320700	48	18.29086483
320800	48	18.29131462
320900	45	18.29176426
321000	49	18.29221377
321100	50	18.29266314
321200	45	18.29311237
321300	46	18.29356146
321400	44	18.2940104
321500	46	18.29445921
321600	46	18.29490788
321700	44	18.29535641
321800	45	18.2958048
321900	43	18.29625305
322000	48	18.29670116
322100	41	18.29714914
322200	49	18.29759697
322300	41	18.29804466
322400	44	18.29849222
322500	42	18.29893963
322600	45	18.29938691
322700	45	18.29983405
322800	46	18.30028105
322900	48	18.30072792
323000	48	18.30117464
323100	44	18.30162123
323200	48	18.30206767
323300	41	18.30251398
323400	46	18.30296015
323500	48	18.30340619
323600	44	18.30385208
323700	43	18.30429784
323800	46	18.30474346
323900	47	18.30518894
324000	47	18.30563429
324100	44	18.3060795
324200	47	18.30652457
324300	44	18.3069695
324400	46	18.30741429
324500	48	18.30785895
324600	47	18.30830347
324700	46	18.30874786
324800	44	18.30919211
324900	48	18.30963622
325000	45	18.31008019
325100	43	18.31052403
325200	46	18.31096773
325300	46	18.3114113
325400	45	18.31185473
325500	49	18.31229802
325600	45	18.31274117
325700	48	18.31318419
325800	45	18.31362708
325900	45	18.31406983
326000	46	18.31451244
326100	47	18.31495492
326200	45	18.31539726
326300	43	18.31583946
326400	47	18.31628153
326500	43	18.31672347
326600	47	18.31716527
326700	46	18.31760693
326800	44	18.31804846
326900	49	18.31848985
327000	42	18.31893111
327100	49	18.31937223
327200	46	18.31981322
327300	49	18.32025408
327400	47	18.3206948
327500	50	18.32113538
327600	44	18.32157583
327700	46	18.32201615
327800	45	18.32245633
327900	45	18.32289638
328000	46	18.32333629
328100	47	18.32377607
328200	44	18.32421571
328300	47	18.32465522
328400	43	18.3250946
328500	45	18.32553384
328600	47	18.32597295
328700	45	18.32641193
328800	43	18.32685077
328900	45	18.32728948
329000	44	18.32772806
329100	42	18.3281665
329200	45	18.32860481
329300	46	18.32904299
329400	48	18.32948103
329500	43	18.32991894
329600	45	18.33035672
329700	48	18.33079436
329800	42	18.33123187
329900	47	18.33166925
330000	47	18.3321065
330100	42	18.33254361
330200	48	18.33298059
330300	46	18.33341744
330400	42	18.33385416
330500	46	18.33429075
330600	51	18.3347272
330700	45	18.33516352
330800	45	18.33559971
330900	46	18.33603577
331000	45	18.33647169
331100	47	18.33690749
331200	52	18.33734315
331300	49	18.33777868
331400	42	18.33821408
331500	46	18.33864934
331600	43	18.33908448
331700	45	18.33951949
331800	44	18.33995436
331900	43	18.3403891
332000	44	18.34082372
332100	46	18.3412582
332200	44	18.34169255
332300	44	18.34212677
332400	46	18.34256086
332500	46	18.34299482
332600	46	18.34342864
332700	45	18.34386234
332800	46	18.34429591
332900	46	18.34472934
333000	45	18.34516265
333100	46	18.34559583
333200	43	18.34602888
333300	45	18.34646179
333400	45	18.34689458
333500	44	18.34732724
333600	46	18.34775976
333700	47	18.34819216
333800	47	18.34862443
333900	43	18.34905657
334000	43	18.34948858
334100	43	18.34992046
334200	45	18.35035221
334300	45	18.35078383
334400	47	18.35121532
334500	46	18.35164669
334600	52	18.35207792
334700	43	18.35250903
334800	46	18.35294
334900	44	18.35337085
335000	46	18.35380157
335100	46	18.35423216
335200	47	18.35466262
335300	44	18.35509296
335400	46	18.35552316
335500	45	18.35595324
335600	46	18.35638319
335700	46	18.35681301
335800	46	18.3572427
335900	45	18.35767227
336000	46	18.35810171
336100	48	18.35853102
336200	44	18.3589602
336300	48	18.35938925
336400	42	18.35981818
336500	44	18.36024698
336600	44	18.36067565
336700	43	18.3611042
336800	44	18.36153261
336900	49	18.3619609
337000	44	18.36238907
337100	43	18.3628171
337200	49	18.36324501
337300	46	18.36367279
337400	47	18.36410045
337500	45	18.36452798
337600	46	18.36495538
337700	49	18.36538265
337800	44	18.3658098
337900	47	18.36623682
338000	46	18.36666372
338100	46	18.36709049
338200	45	18.36751713
338300	42	18.36794365
338400	46	18.36837004
338500	45	18.36879631
338600	49	18.36922245
338700	44	18.36964846
338800	45	18.37007435
338900	47	18.37050011
339000	46	18.37092575
339100	46	18.37135126
339200	44	18.37177664
339300	46	18.3722019
339400	48	18.37262704
339500	46	18.37305205
339600	51	18.37347693
339700	44	18.37390169
339800	44	18.37432633
339900	49	18.37475084
340000	44	18.37517522
340100	49	18.37559948
340200	45	18.37602362
340300	46	18.37644763
340400	46	18.37687151
340500	43	18.37729527
340600	49	18.37771891
340700	43	18.37814242
340800	44	18.37856581
340900	45	18.37898907
341000	47	18.37941221
341100	47	18.37983523
341200	44	18.38025812
341300	47	18.38068089
341400	45	18.38110353
341500	50	18.38152605
341600	45	18.38194845
341700	48	18.38237072
341800	48	18.38279287
341900	46	18.3832149
342000	45	18.3836368
342100	47	18.38405858
342200	49	18.38448023
342300	46	18.38490177
342400	45	18.38532318
342500	45	18.38574446
342600	43	18.38616563
342700	45	18.38658667
342800	46	18.38700758
342900	45	18.38742838
343000	49	18.38784905
343100	45	18.3882696
343200	48	18.38869003
343300	48	18.38911033
343400	46	18.38953051
343500	45	18.38995057
343600	46	18.39037051
343700	48	18.39079033
343800	46	18.39121002
343900	48	18.39162959
344000	46	18.39204904
344100	48	18.39246837
344200	52	18.39288757
344300	44	18.39330666
344400	44	18.39372562
344500	48	18.39414446
344600	45	18.39456318
344700	42	18.39498177
344800	48	18.39540025
344900	49	18.3958186
345000	47	18.39623684
345100	47	18.39665495
345200	46	18.39707294
345300	45	18.39749081
345400	49	18.39790856
345500	45	18.39832619
345600	42	18.39874369
345700	49	18.39916108
345800	47	18.39957834
345900	47	18.39999549
346000	44	18.40041251
346100	45	18.40082942
346200	45	18.4012462
346300	46	18.40166286
346400	55	18.4020794
346500	44	18.40249583
346600	46	18.40291213
346700	47	18.40332831
346800	44	18.40374437
346900	51	18.40416032
347000	49	18.40457614
347100	46	18.40499184
347200	46	18.40540742
347300	48	18.40582289
347400	47	18.40623823
347500	44	18.40665345
347600	46	18.40706856
347700	45	18.40748354
347800	47	18.40789841
347900	45	18.40831315
348000	47	18.40872778
348100	53	18.40914229
348200	46	18.40955668
348300	44	18.40997095
348400	46	18.4103851
348500	46	18.41079913
348600	45	18.41121304
348700	46	18.41162684
348800	42	18.41204051
348900	46	18.41245407
349000	45	18.41286751
349100	46	18.41328083
349200	46	18.41369403
349300	45	18.41410712
349400	44	18.41452008
349500	45	18.41493293
349600	48	18.41534566
349700	46	18.41575827
349800	44	18.41617076
349900	47	18.41658314
350000	43	18.4169954
350100	47	18.41740754
350200	44	18.41781956
350300	47	18.41823146
350400	43	18.41864325
350500	47	18.41905492
350600	41	18.41946647
350700	46	18.41987791
350800	46	18.42028922
350900	46	18.42070042
351000	47	18.4211115
351100	46	18.42152247
351200	46	18.42193332
351300	47	18.42234405
351400	45	18.42275467
351500	45	18.42316516
351600	46	18.42357554
351700	49	18.42398581
351800	49	18.42439596
351900	45	18.42480599
352000	42	18.4252159
352100	49	18.4256257
352200	42	18.42603538
352300	47	18.42644495
352400	45	18.4268544
352500	45	18.42726373
352600	43	18.42767295
352700	46	18.42808205
352800	46	18.42849104
352900	50	18.4288999
353000	45	18.42930866
353100	44	18.4297173
353200	49	18.43012582
353300	42	18.43053422
353400	47	18.43094251
353500	48	18.43135069
353600	49	18.43175875
353700	44	18.43216669
353800	46	18.43257452
353900	45	18.43298224
354000	43	18.43338983
354100	46	18.43379732
354200	47	18.43420469
354300	44	18.43461194
354400	49	18.43501908
354500	50	18.4354261
354600	46	18.43583301
354700	45	18.4362398
354800	46	18.43664648
354900	47	18.43705305
355000	43	18.4374595
355100	50	18.43786583
355200	46	18.43827206
355300	45	18.43867816
355400	44	18.43908416
355500	47	18.43949003
355600	45	18.4398958
355700	43	18.44030145
355800	45	18.44070699
355900	44	18.44111241
356000	45	18.44151772
356100	52	18.44192291
356200	47	18.44232799
356300	45	18.44273296
356400	41	18.44313781
356500	48	18.44354255
356600	46	18.44394718
356700	45	18.44435169
356800	43	18.44475609
356900	48	18.44516038
357000	47	18.44556455
357100	47	18.44596861
357200	45	18.44637255
357300	48	18.44677639
357400	41	18.44718011
357500	43	18.44758372
357600	42	18.44798721
357700	45	18.44839059
357800	45	18.44879386
357900	46	18.44919702
358000	45	18.44960006
358100	45	18.45000299
358200	46	18.45040581
358300	46	18.45080852
358400	43	18.45121111
358500	46	18.45161359
358600	45	18.45201596
358700	46	18.45241822
358800	44	18.45282036
358900	47	18.4532224
359000	45	18.45362432
359100	48	18.45402613
359200	45	18.45442782
359300	48	18.45482941
359400	46	18.45523088
359500	45	18.45563225
359600	48	18.4560335
359700	48	18.45643463
359800	46	18.45683566
359900	47	18.45723658
360000	48	18.45763738
360100	45	18.45803807
360200	50	18.45843866
360300	45	18.45883913
360400	46	18.45923949
360500	43	18.45963973
360600	47	18.46003987
360700	49	18.4604399
360800	44	18.46083981
360900	47	18.46123962
361000	55	18.46163931
361100	44	18.46203889
361200	45	18.46243837
361300	48	18.46283773
361400	48	18.46323698
361500	45	18.46363612
361600	46	18.46403515
361700	49	18.46443407
361800	44	18.46483288
361900	47	18.46523158
362000	47	18.46563017
362100	42	18.46602865
362200	47	18.46642702
362300	43	18.46682528
362400	43	18.46722343
362500	48	18.46762147
362600	48	18.4680194
362700	48	18.46841722
362800	47	18.46881493
362900	46	18.46921253
363000	44	18.46961002
363100	43	18.4700074
363200	44	18.47040468
363300	46	18.47080184
363400	44	18.47119889
363500	45	18.47159584
363600	43	18.47199267
363700	46	18.4723894
363800	47	18.47278602
363900	43	18.47318253
364000	46	18.47357892
364100	45	18.47397522
364200	45	18.4743714
364300	46	18.47476747
364400	44	18.47516343
364500	53	18.47555929
364600	48	18.47595504
364700	50	18.47635067
364800	54	18.4767462
364900	50	18.47714163
365000	44	18.47753694
365100	43	18.47793214
365200	47	18.47832724
365300	48	18.47872223
365400	43	18.47911711
365500	42	18.47951188
365600	44	18.47990654
365700	44	18.4803011
365800	46	18.48069555
365900	46	18.48108989
366000	52	18.48148412
366100	44	18.48187825
366200	44	18.48227227
366300	50	18.48266618
366400	46	18.48305998
366500	47	18.48345367
366600	49	18.48384726
366700	44	18.48424074
366800	47	18.48463411
366900	46	18.48502738
367000	44	18.48542054
367100	46	18.48581359
367200	44	18.48620653
367300	48	18.48659937
367400	44	18.4869921
367500	46	18.48738472
367600	46	18.48777724
367700	49	18.48816965
367800	43	18.48856195
367900	45	18.48895415
368000	48	18.48934624
368100	45	18.48973822
368200	47	18.4901301
368300	44	18.49052187
368400	46	18.49091354
368500	48	18.49130509
368600	45	18.49169655
368700	44	18.49208789
368800	46	18.49247913
368900	46	18.49287026
369000	45	18.49326129
369100	47	18.49365221
369200	48	18.49404303
369300	44	18.49443374
369400	47	18.49482434
369500	48	18.49521484
369600	46	18.49560523
369700	47	18.49599552
369800	45	18.4963857
369900	48	18.49677577
370000	46	18.49716575
370100	48	18.49755561
370200	46	18.49794537
370300	48	18.49833502
370400	45	18.49872457
370500	48	18.49911402
370600	45	18.49950336
370700	47	18.49989259
370800	44	18.50028172
370900	43	18.50067074
371000	48	18.50105966
371100	51	18.50144848
371200	49	18.50183718
371300	46	18.50222579
371400	46	18.50261429
371500	44	18.50300269
371600	46	18.50339098
371700	48	18.50377916
371800	47	18.50416724
371900	46	18.50455522
372000	45	18.5049431
372100	45	18.50533086
372200	45	18.50571853
372300	48	18.50610609
372400	45	18.50649355
372500	44	18.5068809
372600	45	18.50726815
372700	45	18.50765529
372800	43	18.50804233
372900	45	18.50842927
373000	47	18.5088161
373100	44	18.50920283
373200	51	18.50958946
373300	47	18.50997598
373400	46	18.5103624
373500	47	18.51074872
373600	46	18.51113493
373700	49	18.51152104
373800	49	18.51190704
373900	47	18.51229295
374000	50	18.51267874
374100	50	18.51306444
374200	44	18.51345003
374300	45	18.51383552
374400	46	18.51422091
374500	49	18.51460619
374600	47	18.51499137
374700	48	18.51537645
374800	47	18.51576143
374900	45	18.5161463
375000	46	18.51653107
375100	46	18.51691574
375200	47	18.5173003
375300	46	18.51768476
375400	50	18.51806912
375500	44	18.51845338
375600	47	18.51883754
375700	44	18.51922159
375800	50	18.51960554
375900	47	18.51998939
376000	47	18.52037314
376100	45	18.52075678
376200	44	18.52114032
376300	44	18.52152376
376400	50	18.5219071
376500	48	18.52229034
376600	48	18.52267347
376700	46	18.52305651
376800	48	18.52343944
376900	46	18.52382227
377000	44	18.524205
377100	45	18.52458762
377200	48	18.52497015
377300	49	18.52535257
377400	50	18.5257349
377500	45	18.52611712
377600	49	18.52649924
377700	42	18.52688126
377800	48	18.52726318
377900	45	18.52764499
378000	52	18.52802671
378100	47	18.52840832
378200	48	18.52878984
378300	47	18.52917125
378400	48	18.52955256
378500	47	18.52993377
378600	50	18.53031489
378700	43	18.5306959
378800	48	18.53107681
378900	46	18.53145761
379000	49	18.53183832
379100	48	18.53221893
379200	43	18.53259944
379300	46	18.53297985
379400	46	18.53336015
379500	48	18.53374036
379600	45	18.53412047
379700	46	18.53450047
379800	47	18.53488038
379900	48	18.53526019
380000	48	18.53563989
380100	43	18.5360195
380200	46	18.53639901
380300	45	18.53677841
380400	47	18.53715772
380500	42	18.53753693
380600	42	18.53791604
380700	49	18.53829504
380800	47	18.53867395
380900	50	18.53905276
381000	50	18.53943147
381100	55	18.53981008
381200	47	18.54018859
381300	44	18.54056701
381400	50	18.54094532
381500	47	18.54132353
381600	45	18.54170165
381700	47	18.54207966
